Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
3054,La Seine no Hoshi,"The story is set in Paris, on the night before the France Revolution. The civilians have been suffering under the tyrannical rule of Louis, the sixteenth. In order to release the people from their suffering, Simone, a young girl whose parents were killed by the aristocrats, decides to challenge the corrupted aristocrats. Covering her face with a red mask and leaving a red carnation as a mark of her presence, Simone is La Seine no Hoshi. 
 
(Source: ANN)","Adventure, Historical, Drama, Shoujo"
10536,Kimi ni Todoke 2nd Season: Minitodo Gekijou,"DVD and BD-Box original animation shorts.  
 
Episodes 1 and 2 (DVD and BD) are short fairy tales of Cinderella and Snow White from Kurumi's telling, respectively. 
 
Episode 3 (BD only) is a stage performance of Romeo and Juliet by Kazehaya and Sawako with Chizuru, Ayane, Ryuu in the backstage and Miura as the announcer. ","Comedy, Romance, Shoujo"
10945,Maria†Holic Alive Special,An unaired scene (C part) from the first episode.,"Comedy, Parody, Romance, School"
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Ranma and the gang are invited to a boating trip with Kuno. Unfortunately, a storm destroys the yacht and everyone is stranded on a remote island. The whole situation goes even more awry when one by one, the girls disappear without a trace. Ranma then finds out that the girls are abducted by Toma, ruler of the island, as part of his personal harem. 
 
(Source: ANN)","Adventure, Comedy, Shounen"
37933,Mahou Shoujo Lyrical Nanoha A's Picture Drama,"A picture drama released on the BD Box Set of  Mahou Shoujo Lyrical Nanoha A's . Subaru, Teana, Vivio host a radio show promoting their own BD Box Sets. This episode is the continuation of the  Iryou Shoujo Medical Shamal  picture drama episode that was included on the  Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's  BD release.","Comedy, Magic, Parody"
5310,Macross F Movie 1: Itsuwari no Utahime,"Half retelling of the original Frontier series, half new story. Conspiracies arise within the Frontier government when Sheryl Nome arrives to the colonial fleet for her concert and is soon marked as a spy for Galaxy while childhood friends, Alto Saotome and Ranka Lee both try to achieve their dreams as the battle between Frontier and the Vajra draws closer. 
 
This movie serves as part one of the Frontier retelling and will conclude with the second, The Wings of Goodbye.","Action, Mecha, Military, Music, Romance, Sci-Fi, Space"
36990,Non Non Biyori Movie: Vacation,"Summer vacation is drawing to an end. When Suguru wins a free trip to Okinawa, all of the five students of Asahigaoka branch school are excited to end their vacation with a bang. Along with Hikage, Konomi, and their teacher and the candy store owner, everyone goes to Okinawa for a fun three-day trip. There, Natsumi makes friends with Aoi, the girl who helps out at the hotel they stay in. 
 
(Source: ANN)","Comedy, Slice of Life, Seinen"
36857,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,,"Sci-Fi, Adventure, Police, Mecha"
40671,Usagi no Mofy (TV 2014),The 2nd televised season of  Usagi no Mofy .,Kids
6428,Psychoarmor Govarian,"The Garadain Empire has exhausted the primary resources of their native planet, so they send different space expeditions to find a new world where to live. One of their main objectives is planet Earth. However, Zeku Alba, an alien scientist, decides to rebel against the imperial rule and flees towards the Earth, where he gathers a group of youngs gifted with the power of ""psychogenesis"", an ability that consists in creating solid matter from mental energy. 
 
The most gifted of the squadron is Isamu, a young orphan whose family was killed in the first attack of the Garadain Empire. He is able to generate the powerful robot Govarian, an armor with which he can battle the alien monsters and is able to regenerate thanks to the psychic energy of the pilot. Helped by two other robots created by his team-mates, Isamu, aboard the robot Govarian, defends the Earth in the long war against the alien invaders. 
 
(Source: Wikipedia)","Action, Mecha, Super Power, Sci-Fi"
35251,Sengoku Night Blood,"Set in the flourishing world of Jinga that was formerly a prosperous and peaceful realm, the female protagonist is deemed to be the key to bring back order and to rule this world. 
 
Chaos started when people, specifically soldiers, who have special powers like turning into a vampire and a man-wolf, called the Getsugazoku, fight for their land. These soldiers of different species would put their life on the line and fight as they follow their own thoughts and ideals. Until one day, she was called by a mysterious lady named ""Himemiko"" due to the protagonist's blood bearing a mysterious power to give strength, healing, and to awake Jingazoku's real form. This is a story of love and war that she must not miss in order to rule the world. 
 
(Source: MAL News)","Historical, Romance, Fantasy"
1990,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Barua of the Magic Race (Vile Tribe) has kidnapped students of the Magic School. Elie, Rena and Senia, are asked to look for them by the schools master. Along their search they find interesting and crazy things, and get into trouble as usual. Upon finding the students, they find their magic is not strong enough to save them, but they get some help from an unwanted friend.  
 
(Source: ANN)","Fantasy, Magic, Comedy"
496,Kamui no Ken,"A young boy named Jiro finds his mother and sister murdered in his home. Falsely accused of the crime, he flees from his village and meets a priest named Tenkai, who has him kill a rogue ninja named Tarouza. After fulfilling that task, Jiro undergoes training to become a master assassin. Many years later, Jiro finds out that he was an orphan and his real father was Tarouza, who had worked for Tenkai until he aborted his mission when he fell in love with an Ainu woman. The young ninja discovers that the Shogunate was to retrieve the lost treasure of Captain Kidd and use it to once again isolate Japan from the rest of the world. Using the clues that Tarouza had kept secret, Jiro—along with the female ninja Oyuki and a slave named Sam—travels to Russia and America to search for the treasure in hopes of using it to extract revenge from Tenkai. 
 
(Source: ANN)","Adventure, Historical, Drama, Fantasy, Shounen"
8518,Mai-Otome Special: Otome no Inori,"Picture Drama included in the Blu-Ray release. 
 
Arika and Eristin have just transferred to a new school. On their way home they found a wounded lost cat and they decided to look for its owner.","School, Slice of Life"
3332,Stop!! Hibari-kun!,"A teenage boy has now moved in the home of his mother's friend, because she had died a while back. It just so happens that the Yakuza family has four beautiful daughters, but one daughter, Hibari, who is more beautiful then the rest of the daughters, is actually a boy. Hibari just can't keep his hands off our hero and so their crazy yet happy lives go on.  
 
(Source: ANN)","Comedy, Shounen"
29527,Kagee Mukashibanashi,The 1st arc of the Chiyotarou Kodomo Gekijou program that aired on TBS. Every episode is a different Japanese fairy tale told with shadow puppet animation. ,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural"
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,"An animated program featuring members of AKB48, SKE48, NMB48, and HKT48.",Music
36646,Daitai 3-pun de Wakaru .hack History,"An animated ""about 3-minutes long"" history on  .hack  in honor of its 15th anniversary. Haseo and Kite in their chibi forms are here to explain the main story line of the multi-media franchise just in time for new viewers to get the  .hack//G.U. Last Recode  video game, which is a remaster of  .hack//G.U.  with a brand new chapter continuing the story, being released in the first week of November.","Game, Comedy"
27557,Ajisai no Uta,"This is a heartwarming story about a family during the Edo era. The main character, Kuritaro, lives with his father and a stray dog. Despite his mother's death, he continues to live a cheerful life. 
 
(Source: AnimeNfo)","Comedy, Historical, Drama"
6920,Blade,"The story revolves around Blade, a ""Daywalker"" vampire hunter who was born with vampire and human blood after a vampire attacked his mother. While visiting Japan on a mission, Blade tracks down Deacon Frost, the vampire who killed his mother. Blade confronts ""Existence,"" a mysterious organization composed of vampires modified by Frost.  
 
(Source: ANN)","Action, Drama, Horror, Vampire"
8249,Votoms Finder,"Aki Tesno lives in a poor village at the bottom of a valley. One day, a man from an uptown city asks Aki to rescue a kidnapped girl.","Action, Drama, Mecha, Military, Sci-Fi"
9750,Itsuka Tenma no Kuro Usagi,"Taito has been really sleepy lately, and keeps dreaming of a female vampire who says she has given him her ""poison."" Sometimes he even thinks he hears her voice when he's awake. But after surviving an accident that should have killed him, Taito's world changes drastically and he realizes that his dreams are more real than he thought.","Comedy, Supernatural, Romance, Ecchi, Vampire"
7536,Soukou Kihei Votoms: Pailsen Files Movie,"Alternative release of Armored Trooper Votoms: Pailsen Files OVA. Was aired 2 years later. Created by the original staff of the series, with an all new story about the end of the 100 year war. 
","Military, Sci-Fi, Space, Mecha"
16774,Inferno Cop,"Jack Knife Edge Town is as edgy as it sounds, and it's up to Inferno Cop to stop that edge from tearing his city apart. He's both law and outlaw, dispensing ungodly justice to evildoers like a candy machine. Lowlifes, gangsters, and even hellspawn all infest Inferno Cop's hunting ground, but that's the good news. The bad news? Prior to the story, his family was brutally murdered by Southern Cross, a shady organization that made the worst mistake imaginable by doing so. Now, Inferno Cop's limiters have been removed and his mercy rung more dry than the entrails of his victims.  
 
Something is welling up in Inferno Cop's city, however, and soon he'll face the most daunting gauntlet of his life involving him literally falling into and escaping from Hell. A flaming head won't be enough to ward off the true evil that's rapidly approaching—Inferno Cop must call upon all his allies and his own wacky antics to conquer the trials that await him. 
 
[Written by MAL Rewrite]","Action, Comedy, Police"
